country,country_import_rank,trade_value_usd_thousand,priority_tier,company_name,rank_in_country,product_keyword,segment,website,phone,email,contact_person,address,source_url,source_type,notes
Bosnia and Herzegovina,81,4407.94,Tier 3,Frutis d.o.o. Sarajevo,1,fresh fruit and vegetables; imported produce; refrigerated distribution,produce wholesaler/importer/distributor,https://www.frutis.ba/,+387 33 510-771,,,"Safeta Zajke 261 B, Rajlovac, 71000 Sarajevo, Bosnia and Herzegovina",https://www.frutis.ba/en/about_us,official website,"Official Frutis pages state that the companys primary activity is wholesale of fresh fruit and vegetables, that it supplies some of the largest retail chains, hotels and catering facilities across Bosnia and Herzegovina, and that imported fruit and vegetables arrive through its own transport capacity and refrigerated vehicles. Garlic fit is inferred from the imported fresh-produce wholesale platform rather than a public garlic SKU; this is the strongest Bosnia fresh-garlic validation lead found in this pass."
Uruguay,82,4313.31,Tier 3,Pingakol S.A.,1,fresh vegetables; imported produce; frozen vegetables; garlic shipment signal,importer/distributor/wholesaler,https://www.pingakol.com/,+598 2311 45 92,info@pingakol.com.uy,,"Camino Luis Eduardo Perez 6651. Nave B, local 103 - UAM, Montevideo, Uruguay",https://www.pingakol.com/contact-us,official website,"Official Pingakol pages describe the company as an importer and distributor of fruits and vegetables with a logistics hub at the Unidad Agroalimentaria de Montevideo, supply relationships across Uruguay, and service to commerces, industries, restaurants and large supermarket chains. The company also maintains a frozen line. Volza public Uruguay garlic-buyer data lists Pingakol SA as the third-largest Uruguay garlic buyer with 7 garlic shipments, making it the best contactable Uruguay lead for fresh and frozen garlic outreach."
Latvia,83,4215.30,Tier 3,SIA Kerio,1,fresh garlic; bulk vegetables; onions and garlic shipment signal,produce wholesaler/distributor,https://keriolatvia.com/,"+371 26 100 819; +371 26661239; +371 26100819",keriosia@inbox.lv,,"Snikeres iela 25 K-1, Riga, LV-1067, Latvia",https://keriolatvia.com/product/garlic/,official website,"Official Kerio pages directly list garlic with the description 'Buy garlic in bulk' and describe broad vegetable supply for business customers, refrigerated storage, delivery, EU-standard vegetables, named customers including Maxima, Top, Lido, Mego and Sanitex, and 50,000 tons of vegetables delivered yearly. Trademo public vegetable/parsley buyer pages and Volza garlic-powder/onion buyer data also show SIA Kerio shipment signals. This is now the strongest Latvia fresh-garlic validation lead."
Nigeria,84,4211.51,Tier 3,Pitisa Fruits Company Nigeria Ltd,1,fresh fruits; imported produce; foodservice products,produce importer/distributor/wholesaler,https://pitisagroup.com/,+2347042553323,info@pitisafruits.com,Anita - Commercial manager; Kate Etim - Chief Operations Officer,"Plot 77/79, Amuwo Odofin Park Estate, Ijesha, Lagos, Nigeria",https://pitisagroup.com/home-page/,official website,"Official Pitisa pages describe one of the biggest players in fruit importation to Nigeria, driving 10% of fruit importation, and supplying grocery and convenience stores, restaurants, schools, nursing homes, hospitals and wholesalers. The same official page states that Pitisa has two distribution centers, 1,300+ items, local and imported produce, a vehicle fleet, and named commercial and operations contacts. Garlic fit is fresh-produce import/distribution scale rather than a public garlic SKU."
Cyprus,85,4050.12,Tier 3,Andreas Papanicolis & Son Ltd,1,garlic; fresh fruits and vegetables; local and imported produce,produce wholesaler/distributor,https://papanicolis.com/,"+357 25 390039; +357 25 390034","orders@papanicolis.com; info@papanicolis.com",,"5 Agoras Avenue, Limassol Municipal Wholesale Market, Shop 4-5, 3056, Limassol, Cyprus",https://papanicolis.com/,official website,"Official Andreas Papanicolis pages directly list Garlic among vegetables and describe wholesale and distribution of fresh fruits and vegetables throughout Cyprus, serving hotels, restaurants, supermarkets, ship catering, English bases and other customers. The official site also states the company handles local or imported produce, operates large cold rooms and uses a 20-truck refrigerated fleet. This is now the strongest Cyprus fresh-garlic validation lead."
"Korea, Rep.",86,4020.53,Tier 3,Hyundai Green Food,1,"food ingredient distribution; garlics; fresh food materials",food ingredient distributor/foodservice buyer/cold-chain operator,https://www.hyundaigreenfood.com/,+82 031-525-2233,,,"30, Munin-ro, Suji-gu, Yongin-si, Gyeonggi-do, 16827, Korea",https://hyundaigreenfood.com/en/fb/fdb/FBFDB03L.hgc,official website,"Official Hyundai Green Food pages describe the company as a leader in Korean food ingredient distribution supplying fresh food ingredients daily, with about 20,000 items supplied and around 900 clients. The distribution-risk page explicitly lists garlics among reserved products maintained for stable supply, while related infrastructure pages describe refrigerated and frozen management plus food-material distribution centres. This remains Korea's strongest top-ranked lead because the official sources combine direct garlic evidence with large-scale national food-material distribution."
Georgia,87,3776.12,Tier 3,Agrohub,1,"imported food; fresh fruits and vegetables",retailer/importer/processor,https://agrohub.com.ge/,+995 032 244 07 07,info@agrohub.ge,,"22 Marshal Gelovani Ave., Tbilisi, Georgia",https://agrohub.com.ge/en/about-us/,official website,"Official Agrohub pages describe the company as a full-scale production, farming and import ecosystem with multiple branches, about 20,000 daily customers, and exclusive imports of selected global products. The hypermarket pages also state that fruits and vegetables are checked daily before being placed on counters. Garlic fit is inferred from the companys imported-food and fresh-produce retail platform rather than a public garlic SKU. This remains Georgia's strongest top-ranked contactable lead because the official sources combine import scale, own processing, fresh-produce retail throughput and public contact details."
Albania,88,3722.08,Tier 3,Neta L.t.d,1,"garlic; fresh fruits and vegetables",grower/wholesaler/export supplier,https://www.neta.al/,+355 69 440 5678,info@neta.al,,"Lushnje-Fier Highway - 1st KM, near Savre Roundabout, Lushnje, Albania",https://www.neta.al/product/garlic/,official website,"Official Neta pages directly list garlic as an exported vegetable available year-round and position the company as Albania's largest exporter of fresh produce, serving major wholesalers across Europe with over 20 years of experience. This remains Albania's strongest top-ranked lead because the official sources combine direct garlic evidence, export-grade wholesale positioning, year-round availability and public contact details."
Estonia,89,3635.61,Tier 3,OÜ Karlskroona,1,"fresh fruits and vegetables",produce wholesaler/importer/distributor,https://karlskroona.ee/,+372 606 4626,info@karlskroona.ee,,"Loovälja tee 1, Jõelähtme vald, 74201 Harjumaa, Estonia",https://karlskroona.ee/test/,official website,"Official Karlskroona pages state the company is the largest fruit and vegetable wholesaler in Estonia, belongs to the Veikko Laine Oy group, operates a modern warehouse with innovative storage conditions, and supplies secondary wholesale firms, independent retailers and retail chains. Garlic fit is inferred from the companys fresh-produce wholesale scale rather than a public garlic SKU, but this remains Estonia's strongest top-ranked official-source lead for container-scale fresh garlic sales after the country reached 20 verified leads."
Iceland,90,3472.94,Tier 3,Bananar,1,"fresh vegetables; fruits; berries",importer/distributor/wholesaler,https://www.hagar.is/en/companies/bananar/,525 0100,bananar@bananar.is,,"Korngarðar 1, Reykjavík, Iceland",https://www.hagar.is/en/companies/bananar/,official website,"Official Hagar corporate pages state Bananar is Iceland's largest importer and distributor of fresh vegetables, fruits and berries, one of the country's largest import companies, and the largest buyer and distributor of locally grown vegetables and berries in Iceland. The page also says Bananar serves about 900 customers including retailers, restaurants, healthcare institutions, schools, preschools and cafeterias, with weekly sea shipments and daily air deliveries. This remains Iceland's strongest top-ranked lead after the country reached 20 verified leads because the official sources combine clear import scale, nationwide fresh-produce distribution and broad institutional demand."
Honduras,91,3466.63,Tier 3,AFS Distributors / American Food and Snacks,1,"imported food brands; foodservice; supermarkets",importer/distributor/foodservice supplier,https://afsdistributors.com/,"+504 3392-1465 / +504 3337-1846",amfoods@afsdistributors.com,,"Tegucigalpa, M.D.C., Honduras",https://afsdistributors.com/es/,official website,"Official AFS pages state the company imports and distributes high-demand international food products with national coverage across supermarkets, convenience stores, membership clubs, wholesalers, hotels, restaurants and coffee shops in Honduras. AFS remains Honduras's strongest top-ranked lead because it combines public contact details, importer/distributor fit and foodservice plus retail channel reach; garlic fit is inferred from imported-food distribution rather than a public garlic SKU."
Botswana,92,3402.53,Tier 3,Sefalana Fresh Produce,1,"fresh garlic; fresh fruit and vegetables",produce wholesaler/distributor/importer,https://www.sefalana.com/,3186935 / 3186946,info@sefalana.com,,"Plot 313557 / 8 Gaborone North, Gaborone, Botswana",https://www.sefalana.com/p/sefalana-fresh-produce/contact-us/,official website,"Official Sefalana Fresh Produce pages identify the business as a wholesaler of fresh fruit and vegetables supplying Sefalana retail and wholesale stores throughout Botswana. Volza public Botswana garlic-buyer data identifies Sefalana Fresh Produce entities as leading visible garlic importers with hundreds of fresh/chilled garlic shipments. Sefalana is Botswana's strongest top-ranked lead because it combines direct garlic shipment evidence, official contact details and national fresh-produce wholesale infrastructure."
North Macedonia,93,3368.43,Tier 3,Sistem Grupa DOOEL Resen,1,"fresh fruits and vegetables",export-import wholesaler/distributor,https://www.sistemgrupa.mk/,"+36304123756; +38970558000; +38971254000","info@sistemgrupa.mk; koka2003@t.mk",,"ul. Leninova, 7310 Resen, North Macedonia",https://www.sistemgrupa.mk/contact,official website,"Official Sistem Grupa pages describe the company as a leading export-import business specializing in fresh fruits and vegetables with over 20 years of experience, warehouses in North Macedonia and Albania, and supply relationships across Europe and the Middle East. Sistem remains North Macedonia's strongest top-ranked official-source lead after the country reached 20 verified leads because it combines fresh-produce import/export positioning, warehouse infrastructure and public contact details. Direct garlic evidence is stronger at JON-FRUIT, but Sistem is a better FCL-style distributor target pending buyer ownership validation."
